,subtopic,TotalGroundTruth,YesYes,YesNo,NoYes,NoNo,Recall,Precision,FalsePositive%,FalseNegative%
0,Wireless Setup,225,214,11,35,1136,0.9511111111111111,0.8594377510040161,0.14056224899598393,0.04888888888888889
1,Wireless Connectivity,241,189,52,43,1112,0.7842323651452282,0.8146551724137931,0.1853448275862069,0.2157676348547718
2,Windows Compatibility,132,122,10,5,1259,0.9242424242424242,0.9606299212598425,0.03937007874015748,0.07575757575757576
3,Selling Price,84,72,12,34,1278,0.8571428571428571,0.6792452830188679,0.32075471698113206,0.14285714285714285
4,Paper Feed,81,63,18,23,1292,0.7777777777777778,0.7325581395348837,0.26744186046511625,0.2222222222222222
5,Overall Print Quality,121,81,40,30,1245,0.6694214876033058,0.7297297297297297,0.2702702702702703,0.3305785123966942
